Deaths
48681
49301
50189
50215
51909
52466
3849
3912
3997
4128
4316
4494
48381
49549
50534
51538
54299
56645
29653
30117
30437
30467
31617
31756
239942
242554
248359
245929
259206
262240
32563
33133
33712
35237
36349
37530
29526
29316
29632
29860
30535
30543
7845
7875
7967
8260
8582
8874
173976
177291
181112
185956
191737
197313
71248
72847
75088
76887
79942
81428
9923
10274
10505
10767
11053
10913
12027
11998
12434
12613
13026
13366
101906
102433
103401
105293
106872
107020
58202
59332
60716
60940
62713
63473
28184
28389
28948
29190
29600
29538
25116
25145
25414
25793
26664
26245
42626
43664
43759
44838
46564
47827
40890
42320
43270
43869
43716
44306
13001
12870
13547
13510
14479
14182
43745
44477
45689
45867
47247
48824
53710
53177
54567
55200
57806
56961
89508
89901
92408
93914
95140
96231
39820
40016
40987
41445
42800
43078
29278
29544
30703
30557
31783
31741
55848
56094
57444
58320
59871
59873
9115
8976
9511
9381
9942
9905
15476
15659
15754
15978
16740
16217
20343
20785
21468
21793
22879
23902
10823
10730
10897
11516
11984
12203
70558
70534
71403
71316
72271
73155
16452
16710
16805
17579
17685
18365
149174
148991
150919
149944
153628
154358
79882
81925
83329
85367
89133
90465
5965
6038
6233
6184
6223
6242
111427
112498
113258
114509
118188
119572
37175
36870
38384
38464
39422
39276
32788
32759
33939
34151
35705
35778
128237
126981
129123
128434
132598
133040
9581
9354
9792
9770
10163
9735
42072
43198
44582
45454
47198
48130
7314
7333
7099
7507
7731
7845
60541
61956
63406
64661
66570
67857
168640
174187
179183
183912
189654
191966
15266
15676
16366
16719
17334
17913
5433
5491
5639
5623
5919
5909
60804
61564
62716
63598
65577
66473
49691
50105
51264
52099
54595
54769
21867
21915
21843
22186
22752
22732
48410
48384
50026
50291
51264
51815
4387
4481
4516
4666
4778
4722
